{'start': 0.979, 'duration': 5.141, 'text': 'с подключением Удивительно как быстро'}
{'start': 776.24, 'duration': 4.18, 'text': 'Господи даже'}
{'start': 778.1, 'duration': 4.5, 'text': 'вокалист секс Pistols поддерживает'}
{'start': 780.42, 'duration': 5.64, 'text': 'Брянск Ну что сделать они старенькие'}
{'start': 782.6, 'duration': 5.26, 'text': 'маразматики заработали кучу денег хватит'}
{'start': 786.06, 'duration': 3.899, 'text': 'уже до конца жизни Тем более что там'}
{'start': 787.86, 'duration': 3.96, 'text': 'жить осталось два понедельника но вот'}
{'start': 789.959, 'duration': 3.781, 'text': 'профсоюзные активист пожарный пол'}
{'start': 791.82, 'duration': 3.9, 'text': 'эмберри который выступал на викингах за'}
{'start': 793.74, 'duration': 4.62, 'text': 'brex потерял свою работу в профсоюзе'}
{'start': 795.72, 'duration': 4.14, 'text': 'например Джоан роллинг может сколько'}
{'start': 798.36, 'duration': 4.4, 'text': 'угодно высказываться насчет'}
{'start': 799.86, 'duration': 6.68, 'text': 'трансгендеров сколько угодно от меня'}
{'start': 802.76, 'duration': 6.819, 'text': 'Если у тебя игра приносит миллиарда'}
{'start': 806.54, 'duration': 4.9, 'text': 'ради Бога Говори что хочешь но вот'}
{'start': 809.579, 'duration': 3.661, 'text': 'профессор из сассекского университета за'}
{'start': 811.44, 'duration': 3.92, 'text': 'такие взгляды была вынуждена уйти в'}
{'start': 813.24, 'duration': 2.12, 'text': 'отставку'}
{'start': 816.26, 'duration': 3.699, 'text': 'основная проблема в том что компания'}
{'start': 818.399, 'duration': 4.62, 'text': 'просто не уважают собственных'}
{'start': 819.959, 'duration': 5.161, 'text': 'пользователей платформы предпочитает что'}
{'start': 823.019, 'duration': 4.081, 'text': 'для них делают сами пользователи номина'}
{'start': 825.12, 'duration': 4.44, 'text': 'обычные люди производят контент заводят'}
{'start': 827.1, 'duration': 4.799, 'text': 'короны на Ютюбе делают резы в стиле Васа'}
{'start': 829.56, 'duration': 4.019, 'text': 'Андерсона фотографируют свои обеды и'}
{'start': 831.899, 'duration': 4.321, 'text': 'задницы советуются в интернете насчет'}
{'start': 833.579, 'duration': 3.961, 'text': 'зельды и запаха изо рта ресурсы'}
{'start': 836.22, 'duration': 4.679, 'text': 'зарабатывают на своих пользователей'}
{'start': 837.54, 'duration': 5.52, 'text': 'когда они потребляют контент в обмен на'}
{'start': 840.899, 'duration': 4.44, 'text': 'немножко мощности сервера Они продают'}
{'start': 843.06, 'duration': 5.7, 'text': 'личные данные и показывают нам рекламу'}
{'start': 845.339, 'duration': 4.44, 'text': 'на основе нашей жилищных данных их'}
{'start': 848.76, 'duration': 2.759, 'text': 'желаний которых мы сейчас с вами не'}
{'start': 849.779, 'duration': 3.601, 'text': 'знаем пользователи даже могут сами'}
{'start': 851.519, 'duration': 3.721, 'text': 'добровольно моделировать контент Именно'}
{'start': 853.38, 'duration': 3.72, 'text': 'они помещают сообщения как спам'}
{'start': 855.24, 'duration': 3.92, 'text': 'жаловаться на неприемлемые сообщения и'}
{'start': 857.1, 'duration': 2.06, 'text': 'так далее'}
{'start': 860.06, 'duration': 5.44, 'text': 'официально вроде работает меньше 2.000'}
{'start': 862.8, 'duration': 5.339, 'text': 'человек и минимум 20.000 волонтёров'}
{'start': 865.5, 'duration': 4.92, 'text': 'модераторов по другим оценкам их за'}
{'start': 868.139, 'duration': 7.101, 'text': '50.000 их труд мог бы стоить компании'}
{'start': 870.42, 'duration': 4.82, 'text': 'почти 3,5 млн долларов в год'}
{'start': 875.639, 'duration': 4.921, 'text': 'оплачивали А так Нашлись дурачки которые'}
{'start': 877.56, 'duration': 4.86, 'text': 'это делать бесплатно прямо из мамкиного'}
{'start': 880.56, 'duration': 4.219, 'text': 'гаража сам по себе рейтинг достаточно'}
{'start': 882.42, 'duration': 5.88, 'text': 'токсичный Причем я бы сказал'}
{'start': 884.779, 'duration': 7.901, 'text': 'с левой стороны Да они почти очистили'}
{'start': 888.3, 'duration': 6.899, 'text': 'альтраэтов нюдисы тех кому еще нельзя'}
{'start': 892.68, 'duration': 4.74, 'text': 'показывать свои люди но всякое кто не'}
{'start': 895.199, 'duration': 4.44, 'text': 'там тоже хватает Модераторы добровольные'}
{'start': 897.42, 'duration': 4.32, 'text': 'бесплатно находят и понять роль удаляют'}
{'start': 899.639, 'duration': 5.76, 'text': 'непрямые контент поддерживают порядочек'}
{'start': 901.74, 'duration': 6.0, 'text': 'своих собратьев им дают неограниченную'}
{'start': 905.399, 'duration': 3.541, 'text': 'власть над пользователями а спорить'}
{'start': 907.74, 'duration': 3.32, 'text': 'несправедливый бант практически'}
{'start': 908.94, 'duration': 4.5, 'text': 'невозможно поэтому многие'}
{'start': 911.06, 'duration': 5.019, 'text': 'просто ничего не пьёшь просто не пишите'}
{'start': 913.44, 'duration': 4.079, 'text': 'там ничего Ладно смотрите Напишите'}
{'start': 916.079, 'duration': 3.181, 'text': 'вообще ничего в интернете не пишите'}
{'start': 917.519, 'duration': 3.26, 'text': 'кроме как комментариев пошли видео'}
{'start': 919.26, 'duration': 5.519, 'text': 'естественно'}
{'start': 920.779, 'duration': 6.36, 'text': 'закрепили интересный 92 из 500 самых'}
{'start': 924.779, 'duration': 2.36, 'text': 'популярных'}
{'start': 928.25, 'duration': 3.059, 'text': '[музыка]'}
{'start': 936.98, 'duration': 4.599, 'text': 'как говорят историки Каждый раз когда'}
{'start': 939.72, 'duration': 4.44, 'text': 'появляется некая новая идея или продукт'}
{'start': 941.579, 'duration': 4.56, 'text': 'происходит одно и то же во-первых на нем'}
{'start': 944.16, 'duration': 3.359, 'text': 'зарабатывать состояния во-вторых его'}
{'start': 946.139, 'duration': 3.181, 'text': 'используют Так что он противоречит'}
{'start': 947.519, 'duration': 3.901, 'text': 'интересам общества и правам людей'}
{'start': 949.32, 'duration': 4.68, 'text': 'цифровой капитализм оказался ничем не'}
{'start': 951.42, 'duration': 4.32, 'text': 'лучше промышленного когда-то корпорация'}
{'start': 954.0, 'duration': 3.18, 'text': 'опасались интернета вдруг он сумеет'}
{'start': 955.74, 'duration': 2.58, 'text': 'остаться открытым и автономным'}
{'start': 957.18, 'duration': 2.7, 'text': 'пространством где человек будет'}
{'start': 958.32, 'duration': 3.54, 'text': 'существовать без рекламы и сам себе'}
{'start': 959.88, 'duration': 3.24, 'text': 'создавать контент и развлекать потом'}
{'start': 961.86, 'duration': 3.18, 'text': 'наши данные стали товаром'}
{'start': 963.12, 'duration': 3.98, 'text': 'конфиденциальность привилегии мы больше'}
{'start': 965.04, 'duration': 7.26, 'text': 'не владеем интернетом'}
{'start': 967.1, 'duration': 5.2, 'text': 'пожалуйста спасибо пока'}
