{'start': 0.0, 'duration': 4.86, 'text': 'девушка проклята оборотнем после'}
{'start': 837.36, 'duration': 4.86, 'text': 'распространяться Ларс означает что у'}
{'start': 840.3, 'duration': 4.4, 'text': 'человека зараженного оборотнем'}
{'start': 842.22, 'duration': 5.28, 'text': 'обостряются чувства и он постепенно'}
{'start': 844.7, 'duration': 4.9, 'text': 'трансформируется пока его Волчья форма'}
{'start': 847.5, 'duration': 4.38, 'text': 'окончательно не возьмет вверх над'}
{'start': 849.6, 'duration': 4.739, 'text': 'человечностью Кроме того не существует'}
{'start': 851.88, 'duration': 5.399, 'text': 'способа обратить его действия вспять'}
{'start': 854.339, 'duration': 5.281, 'text': 'Единственное что они могут сделать это'}
{'start': 857.279, 'duration': 4.62, 'text': 'прервать родственные линии убив всех'}
{'start': 859.62, 'duration': 5.339, 'text': 'оборотней дома тали получает сообщение'}
{'start': 861.899, 'duration': 5.761, 'text': 'от Джонаса приглашающего ее на встречу'}
{'start': 864.959, 'duration': 5.281, 'text': 'из-за этого она тайком сбегает пока'}
{'start': 867.66, 'duration': 5.04, 'text': 'Артур и Дженни заняты уже ночью тали'}
{'start': 870.24, 'duration': 4.86, 'text': 'приходит на место встречи и они начинают'}
{'start': 872.7, 'duration': 4.439, 'text': 'свидание в момент первого поцелуя'}
{'start': 875.1, 'duration': 4.44, 'text': 'Раздается звонок Джонаса который'}
{'start': 877.139, 'duration': 5.161, 'text': 'прерывает их когда ее нас отвечает на'}
{'start': 879.54, 'duration': 4.5, 'text': 'звонок Талис смотрит на полную Луну и с'}
{'start': 882.3, 'duration': 4.38, 'text': 'ней начинает происходить что-то странное'}
{'start': 884.04, 'duration': 5.28, 'text': 'Затем выясняется что она начинает'}
{'start': 886.68, 'duration': 5.099, 'text': 'превращаться в оборотня когда Джонас'}
{'start': 889.32, 'duration': 5.28, 'text': 'заканчивает разговор он замечает что'}
{'start': 891.779, 'duration': 5.161, 'text': 'Талис чем-то борется в свою очередь она'}
{'start': 894.6, 'duration': 5.28, 'text': 'говорит ей уйти но уже слишком поздно'}
{'start': 896.94, 'duration': 5.22, 'text': 'так как она нападает на своего нового на'}
{'start': 899.88, 'duration': 4.62, 'text': 'следующий день Талис снова снится что'}
{'start': 902.16, 'duration': 4.859, 'text': 'она плывет по лесу но на этот раз она'}
{'start': 904.5, 'duration': 4.44, 'text': 'вся в крови когда она просыпается то'}
{'start': 907.019, 'duration': 5.161, 'text': 'обнаруживает себя в их гараже с немного'}
{'start': 908.94, 'duration': 5.88, 'text': 'изменившимся лицом её тошнит Тайлер вет'}
{'start': 912.18, 'duration': 4.92, 'text': 'и она с ужасом видит в рвоте палец тем'}
{'start': 914.82, 'duration': 4.44, 'text': 'временем ее мать отвечает на звонок о'}
{'start': 917.1, 'duration': 5.039, 'text': 'смерти Джонаса она спрашивает врача'}
{'start': 919.26, 'duration': 5.819, 'text': 'совпадает ли раны на теле Джонаса с теми'}
{'start': 922.139, 'duration': 5.76, 'text': 'что Были обнаружены на теле Элен и врач'}
{'start': 925.079, 'duration': 5.521, 'text': 'подтверждает это Уильям с другой стороны'}
{'start': 927.899, 'duration': 5.221, 'text': 'говорит Лив что щель между зубами'}
{'start': 930.6, 'duration': 5.46, 'text': 'которые изображены на следах укусов'}
{'start': 933.12, 'duration': 6.24, 'text': 'меньше Это означает что у них на свободе'}
{'start': 936.06, 'duration': 6.48, 'text': 'еще один оборотень и Лив похоже знает'}
{'start': 939.36, 'duration': 5.46, 'text': 'что это ее дочь вскоре после этого Ларс'}
{'start': 942.54, 'duration': 4.44, 'text': 'маскируется под врача и приходит в'}
{'start': 944.82, 'duration': 5.519, 'text': 'комнату или рта извинившись перед ним'}
{'start': 946.98, 'duration': 5.34, 'text': 'Ларс убивает его думая что тот может в'}
{'start': 950.339, 'duration': 4.321, 'text': 'скором времени превратиться в оборотни'}
{'start': 952.32, 'duration': 4.379, 'text': 'из-за ран полученных от одного из них'}
{'start': 954.66, 'duration': 5.28, 'text': 'позже Вильям получает результаты'}
{'start': 956.699, 'duration': 6.841, 'text': 'проведенного им обследования и в ужас'}
{'start': 959.94, 'duration': 6.54, 'text': 'обнаружив что тот кто напал на йонаселы'}
{'start': 963.54, 'duration': 5.52, 'text': 'Имея это так и оборотня в это же время'}
{'start': 966.48, 'duration': 5.219, 'text': 'талли решает покинуть нюбо и едет на'}
{'start': 969.06, 'duration': 4.5, 'text': 'автобусе в Осло Однако когда она снова'}
{'start': 971.699, 'duration': 4.561, 'text': 'смотрит на луну она начинает'}
{'start': 973.56, 'duration': 5.399, 'text': 'превращаться напугав всех пассажиров'}
{'start': 976.26, 'duration': 4.98, 'text': 'автобуса в этот момент она нападает на'}
{'start': 978.959, 'duration': 4.5, 'text': 'них в результате чего автобус терпит'}
{'start': 981.24, 'duration': 4.98, 'text': 'крушение об этом происшествии сообщают'}
{'start': 983.459, 'duration': 5.101, 'text': 'по радио в результате чего лифы Ларс'}
{'start': 986.22, 'duration': 5.16, 'text': 'узнают что еще один оборотень снова'}
{'start': 988.56, 'duration': 5.16, 'text': 'напал на них Лев приезжает в туннель где'}
{'start': 991.38, 'duration': 4.8, 'text': 'произошла авария но не находит в'}
{'start': 993.72, 'duration': 4.619, 'text': 'автобусе ничего кроме разбитой одежды'}
{'start': 996.18, 'duration': 4.62, 'text': 'тали вскоре прибывает Уильяма'}
{'start': 998.339, 'duration': 5.581, 'text': 'рассказывает лишь о том что он узнал о'}
{'start': 1000.8, 'duration': 5.459, 'text': 'нападавшем йохане что наконец заставляет'}
{'start': 1003.92, 'duration': 4.62, 'text': 'ли понять что вновь появившийся'}
{'start': 1006.259, 'duration': 5.281, 'text': 'оборотень на самом деле ее дочь говоря'}
{'start': 1008.54, 'duration': 5.7, 'text': 'тали её превращение волка наконец-то'}
{'start': 1011.54, 'duration': 5.099, 'text': 'заверше и она отправляется домой увидев'}
{'start': 1014.24, 'duration': 5.399, 'text': 'ее в отражении телевизора Дженни'}
{'start': 1016.639, 'duration': 5.7, 'text': 'пугается но взглянув на глаза Аккуратнее'}
{'start': 1019.639, 'duration': 6.18, 'text': 'она замечает что у него те же цвета глаз'}
{'start': 1022.339, 'duration': 5.821, 'text': 'что и её сестры и понимает что перед ней'}
{'start': 1025.819, 'duration': 5.401, 'text': 'Италия в этот момент появляется Артур'}
{'start': 1028.16, 'duration': 5.519, 'text': 'бьет тали лампой И бьет ее током Затем'}
{'start': 1031.22, 'duration': 5.219, 'text': 'он и Дженни воспользовавшись случаем'}
{'start': 1033.679, 'duration': 6.301, 'text': 'бегут к машине но он забыл ключи внутри'}
{'start': 1036.439, 'duration': 6.0, 'text': 'а дверь К сожалению заперта Адреналин'}
{'start': 1039.98, 'duration': 4.62, 'text': 'захлестывает его и ему удается одним'}
{'start': 1042.439, 'duration': 4.02, 'text': 'ударом разбить окно После чего он'}
{'start': 1044.6, 'duration': 4.74, 'text': 'уезжает так быстро как только может'}
{'start': 1046.459, 'duration': 5.761, 'text': 'Однако рано берет свой он теряет слишком'}
{'start': 1049.34, 'duration': 4.86, 'text': 'много крови потеряв сознание он попадает'}
{'start': 1052.22, 'duration': 4.62, 'text': 'в аварию Но прежде чем полностью'}
{'start': 1054.2, 'duration': 5.4, 'text': 'потерять сознание он говорит Дженни'}
{'start': 1056.84, 'duration': 5.579, 'text': 'бежать аварию замечают люди находящиеся'}
{'start': 1059.6, 'duration': 5.1, 'text': 'в баре и выходят проверить в это время'}
{'start': 1062.419, 'duration': 5.041, 'text': 'талли настигает их и начинает нападать'}
{'start': 1064.7, 'duration': 4.8, 'text': 'на людей повсюду увидев это Дженни'}
{'start': 1067.46, 'duration': 4.56, 'text': 'подходит к оборотню и говорит что'}
{'start': 1069.5, 'duration': 4.919, 'text': 'присмотрит за ней напоминает Али О'}
{'start': 1072.02, 'duration': 4.5, 'text': 'обещании старшей сестре в тот момент'}
{'start': 1074.419, 'duration': 5.101, 'text': 'когда Тейл начинает успокаиваться'}
{'start': 1076.52, 'duration': 5.039, 'text': 'приезжают лифы Уильям ли приходит в'}
{'start': 1079.52, 'duration': 5.159, 'text': 'машине бессознательного Артура и'}
{'start': 1081.559, 'duration': 5.401, 'text': 'спрашивает где Дженни узнав что он велел'}
{'start': 1084.679, 'duration': 4.801, 'text': 'Дженни бежать и прятаться Лев видит'}
{'start': 1086.96, 'duration': 4.38, 'text': 'Дженни лицом к лицу стейлом Уильям'}
{'start': 1089.48, 'duration': 4.439, 'text': 'стреляет в оборотне дротиком стран'}
{'start': 1091.34, 'duration': 5.4, 'text': 'квилизатором которого достаточно чтобы'}
{'start': 1093.919, 'duration': 6.061, 'text': 'слон уснул но ничего не происходит Кроме'}
{'start': 1096.74, 'duration': 5.7, 'text': 'того что это еще больше злитейла из-за'}
{'start': 1099.98, 'duration': 4.98, 'text': 'этого Лив Дженни Уильям прячутся в'}
{'start': 1102.44, 'duration': 5.04, 'text': 'соседнем доме едва закрыв дверь прежде'}
{'start': 1104.96, 'duration': 5.04, 'text': 'чем тали успевает войти пока Дженни'}
{'start': 1107.48, 'duration': 4.22, 'text': 'прячется оборотень продолжает стучать в'}
{'start': 1110.0, 'duration': 3.78, 'text': 'дверь но лифы Уильям видят'}
{'start': 1111.7, 'duration': 4.599, 'text': 'приближающийся трейлер и успевают'}
{'start': 1113.78, 'duration': 4.68, 'text': 'скрыться как он врезается в дом это'}
{'start': 1116.299, 'duration': 5.521, 'text': 'оказывается Ларс который планирует'}
{'start': 1118.46, 'duration': 5.76, 'text': 'ударить оборотня но ему это не удается и'}
{'start': 1121.82, 'duration': 4.62, 'text': 'Тейл убивает его после этого оборотень'}
{'start': 1124.22, 'duration': 5.1, 'text': 'идет прямо на лиф которая использует'}
{'start': 1126.44, 'duration': 5.64, 'text': 'гипс на руке чтобы блокировать укустейла'}
{'start': 1129.32, 'duration': 5.58, 'text': 'Уильям в свою очередь пытается достать'}
{'start': 1132.08, 'duration': 5.4, 'text': 'еще один дротик с транквилизатором виде'}
{'start': 1134.9, 'duration': 5.7, 'text': 'это Женя собирает Все свой мужество'}
{'start': 1137.48, 'duration': 5.34, 'text': 'подбирает дроти вонзает его в тале из-за'}
{'start': 1140.6, 'duration': 4.92, 'text': 'этого оборотень окончательно падает на'}
{'start': 1142.82, 'duration': 5.88, 'text': 'землю и Дженни обнимает свою мать обе'}
{'start': 1145.52, 'duration': 5.34, 'text': 'плачут в виде Во что превратился Тейл на'}
{'start': 1148.7, 'duration': 4.8, 'text': 'следующий день Лев приходит к тылу в'}
{'start': 1150.86, 'duration': 4.92, 'text': 'лабораторию Уильяма извиняюсь за то что'}
{'start': 1153.5, 'duration': 4.14, 'text': 'она собирается сделать И с этим она'}
{'start': 1155.78, 'duration': 4.08, 'text': 'заряжает серебряную пулю в свой'}
{'start': 1157.64, 'duration': 4.56, 'text': 'пистолеты направляет его на свою дочь'}
{'start': 1159.86, 'duration': 4.8, 'text': 'которая теперь стала оборотнем Однако'}
{'start': 1162.2, 'duration': 4.8, 'text': 'фильм заканчивается тем что Лев'}
{'start': 1164.66, 'duration': 4.56, 'text': 'возвращается домой и кладет серебряную'}
{'start': 1167.0, 'duration': 4.76, 'text': 'пулю перед фотографией талии в знак того'}
{'start': 1169.22, 'duration': 5.16, 'text': 'что она оставила свою дочь в живых'}
{'start': 1171.76, 'duration': 5.02, 'text': 'викенгульвин также известный как волк'}
{'start': 1174.38, 'duration': 4.26, 'text': 'викингов довольно приличный фильм об'}
{'start': 1176.78, 'duration': 5.519, 'text': 'оборотнях в нем есть Нужное количество'}
{'start': 1178.64, 'duration': 5.88, 'text': 'драмы напряженности и действия Хотя он и'}
{'start': 1182.299, 'duration': 4.62, 'text': 'является несколько шаблоном но смотреть'}
{'start': 1184.52, 'duration': 5.82, 'text': 'его все равно приятно а концовка'}
{'start': 1186.919, 'duration': 6.481, 'text': 'возможно подготавливает вторую часть Так'}
{'start': 1190.34, 'duration': 5.16, 'text': 'что тем кому фильм Понравился будет Чего'}
{'start': 1193.4, 'duration': 5.899, 'text': 'ждать в целом викингульвин можно'}
{'start': 1195.5, 'duration': 3.799, 'text': 'порекомендовать любителям обо'}
